Name,Original Price (Rs),Discounted Price (Rs),Discount,Product URL,Image URL
TY9047 TANNY KIDS FUNNY BALL SHAPE SORTER ID,5095,4076,20.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/ty9047-tanny-kids-funny-ball-shape-sorter-id,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000488002_a1d7ab9e-2437-491c-9a7d-e52f1a23a608.jpg?v=1755603774
TY9073 TANNY KIDS GEOMETRIC FLOWER PUZZLE ID,4495,3596,20.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/ty9073-tanny-kids-geometric-flower-puzzle-id,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000488076_84fb584b-1ae4-4c0a-b1e3-2155d4f190b2.jpg?v=1755603771
2204 BABY CORT MOBILE HELICOPTER,2425,2425,No Discount,https://alfatah.pkhttps://alfatah.pk/products/2204-baby-cort-mobile-helicopter,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2023090017237_1_6eb76671-24c6-4b26-b07f-55ca260b74b9.jpg?v=1714559747
TY9079 TANNY KIDS MUSIC BOX ID,4195,3356,20.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/ty9079-tanny-kids-music-box-id,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/6923362990793_1_4153bfb7-0f34-4e83-a143-b9a3a1b25189.jpg?v=1707562411
TY9052 TANNY KIDS BATH FUN PLAY SET ID,3595,2876,20.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/ty9052-tanny-kids-bath-fun-play-set-id,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/6923362990526_1_220613c1-fc36-4c02-9b15-0166dc05c679.jpg?v=1707561903
TY9050 TANNY KIDS PUZZLE PLAY SET ID,5995,4796,20.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/ty9050-tanny-kids-puzzle-play-set-id,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000487996_789108fd-e83a-4a71-b654-8b033652e41a.jpg?v=1755603766
TY9044 TANNY KIDS FANNY HIPPO SHAPE SORTER ID,7295,5836,20.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/ty9044-tanny-kids-fanny-hippo-shape-sorter-id,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000487999_59b5439a-2ae5-45ec-a2cb-1cdfe43a5f02.jpg?v=1755603771
TY9082 TANNY KIDS OCEAN SET ID,3195,2556,20.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/ty9082-tanny-kids-ocean-set-id,https://cdn.shopify.com/s/files/1/0777/0954/1664/products/6923362990823_1_1f644898-3b7e-4271-bf92-f221abfdac47.jpg?v=1707560803
1141 WIN FUN WALK WITH ME DINOBOO,8195,8195,No Discount,https://alfatah.pkhttps://alfatah.pk/products/1141-win-fun-walk-with-me-dinoboo,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/4895038511415_2.png?v=1729757194
FRESH METAL DINOTROPOLIS MEGA PLAYSET 12398,26900,26900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/fresh-metal-dinotropolis-mega-playset-12398,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000305020_0f7d1475-aba7-452e-bc0f-6ae614e9717b.jpg?v=1755603741
7600310506 TEFAL COFFEE EXPRESS..,3795,3795,No Discount,https://alfatah.pkhttps://alfatah.pk/products/7600310506-tefal-coffee-express,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000435903_c6248ac3-a1cd-4526-b1aa-8226f96d7380.jpg?v=1755603740
ROYAL AIR PURIFIER RAP-5000,30900,30900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/copy-of-beurer-air-purifier-lr500,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000490085.jpg?v=1741248044
BEURER CARTRIDGE LR210/200,9900,9900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/beurer-cartridge-lr210-200,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/4211125693015_bd8bb5ff-d3db-4ca2-9587-cf2e906f5d5a.jpg?v=1748694051
BEURER AIR PURIFIER LR210,39900,39900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/beurer-air-purifier-lr210,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000369381.jpg?v=1741247883
BEURER AIR PURIFIER LR401,95000,95000,No Discount,https://alfatah.pkhttps://alfatah.pk/products/beurer-air-purifier-lr401,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/4211125680138_3fdf5524-bb22-458d-a05a-cc40c9249739.jpg?v=1717589952
PHILIPS AIR PURIFIER AC4220/12,159900,159900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/philips-air-purifier-ac4220-12,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8720389040696_e04feedc-3724-499f-a6f5-ab18bbbc5fea.jpg?v=1748951114
PHILIPS AIR PURIFIER AMF870,245000,245000,No Discount,https://alfatah.pkhttps://alfatah.pk/products/philips-air-purifier-amf870,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000500967.jpg?v=1741248060
BEURER AIR PURIFIER LR500,109000,109000,No Discount,https://alfatah.pkhttps://alfatah.pk/products/beurer-air-purifier-lr500,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/4211125660130.jpg?v=1690786593
PHILIPS AIR PURIFIER 0921,59900,59900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/philips-air-purifier-0921,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_1_05240e41-e61c-4f60-89bf-d51473b58cd3.png?v=1761742424
BEURER AIR PURIFIER CARTRIDGE LR500,23900,23900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/beurer-air-purifier-cartridge-lr500,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/4211125660079_1.jpg?v=1703157883
PHILIP AIR PURFIER AC0819,59900,59900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/philip-air-purfier-ac0819,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2024-10-24T183003.866.png?v=1729776612
G.F.C AIR PURIFIER MODEL GF-400,59900,56905,5.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/g-f-c-air-purifier-model-gf-400,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_2_83b99262-c20c-4c60-a189-65b07a96f9f0.png?v=1761742634
PHILIPS AIR PURIFIER 1000I AC1715/71 BLACK,125000,118750,5.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/philips-air-purifier-1000i-ac1715-71-black,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8720389030642_3acbc1fc-1ec0-44c2-8a47-19e2c7a67c98.jpg?v=1748951062
BEURER AIR PURIFIER LR310,69900,69900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/beurer-air-purifier-lr310,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2023-05-01T155825.467.png?v=1690786592
G.F.C AIR PURIFIER MODEL GF-270,39900,37905,5.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/g-f-c-air-purifier-model-gf-270,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2024-11-15T150352.271.png?v=1731665042
PHILIPS AIR PURIFIER AC0850,74900,74900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/philips-air-purifier-ac0850,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000467047.jpg?v=1741247962
BRAUN AIR PURIFER BFD104,139000,132050,5.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/braun-air-purifer-bfd104,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/4022167531056_abb373cc-83e2-409e-9513-ed17f457c650.jpg?v=1717246248
BEURER AIR PURIFIER FILTER LR400/405,13900,13900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/beurer-air-purifier-filter-lr400-405,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/4211125693091_c808ba29-aad8-476f-b8f7-6f8d471bc9e7.jpg?v=1717246270
PHILIP FILTER 1700/30,27900,27900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/philip-filter-1700-30,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8720389004520_6fd210fb-acc3-4af2-ab7b-a949d5171c8e.jpg?v=1748950970
PHILIPS AIR PURIFIER AMF765/30,219000,219000,No Discount,https://alfatah.pkhttps://alfatah.pk/products/philips-air-purifier-amf765-30,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8720389028342_bc6e916c-2d62-436f-b248-e4a14b243bb3.jpg?v=1748951056
PHILIPS AIR PURIFIER AC3737/10,175000,175000,No Discount,https://alfatah.pkhttps://alfatah.pk/products/philips-air-purifier-ac3737-10,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8720389030390_68d8f3e9-f4ad-4863-a0eb-13b5c16665e5.jpg?v=1748951059
PHILIPS AIR PURIFIER AC1711/90,119000,119000,No Discount,https://alfatah.pkhttps://alfatah.pk/products/philips-air-purifier-ac1711-90,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8720389003967_abf523d1-ebde-4cdf-9286-ea5b18be9764.jpg?v=1748951037
BEURER CARTRIDGE LR220,9900,9900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/beurer-cartridge-lr220,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/4211125680077-1000_bd78f254-e714-4946-b51b-8e53fde99917.png?v=1713958462
LEVOIT AIR PURIFIER LAP-C601S-WAF,109000,109000,No Discount,https://alfatah.pkhttps://alfatah.pk/products/levoit-air-purifier-lap-c601s-waf,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/810043375214-1000_b98b5a25-0e11-495b-8b39-7d0042f62cb3.png?v=1713958560
PHILIPS AIR PURIFIRE AC2939,144900,144900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/philips-air-purifire-ac2939,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_f87e1f08-b2c9-4c46-b799-71a9c77ad001.png?v=1757418807
PANASONIC HUMIDIFYING AIR PURIFIER F-VCM85M,299000,299000,No Discount,https://alfatah.pkhttps://alfatah.pk/products/panasonic-humidifying-air-purifier-f-vcm85m,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2023-05-01T164046.242.png?v=1690788071
MEILLEUR DISINFECTION LAMP WHITE UVHG2036415,7200,5400,25.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/meilleur-disinfection-lamp-black-uvhg2036415,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/afp-000291375_600x_10518865-5a65-41d3-b119-2e2bd13b4dbe.png?v=1690787756
TEFAL AIR PURIFIER PREFILTER PU0008,1095,1095,No Discount,https://alfatah.pkhttps://alfatah.pk/products/tefal-air-purifier-prefilter-pu0008,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/817915026878-1000_19171244-3e43-44a8-91d6-19f7bec8ee8f.webp?v=1730965881
PHILIP FILTER AC2887 + FY2422 FY2420AB,59900,56905,5.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/philip-filter-ac2887-fy2422-fy2420ab,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000483405.jpg?v=1733120665
LEVOIT AIR PURIFIER CORE 300-RF,12900,12255,5.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/levoit-air-purifier-core-300-rf,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/817915026878-1000_19171244-3e43-44a8-91d6-19f7bec8ee8f.png?v=1713958564
LEVOIT AIR PURIFIER CORE 300S/0153,59900,59900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/levoit-air-purifier-core-300s,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/810043373814-1000_77d25427-667a-4624-9978-944917ec26ac.png?v=1713958581
BRAUN AIR PURIFIER FILTER BRFV1E,30500,28975,5.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/braun-air-purifier-filter-brfv1e,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/4022167541239_6b247c37-7952-4ee6-8285-08e6fb68d799.jpg?v=1733813373
PUSHING CAR TOYS STORY 058768 D,13900,10425,25.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/pushing-car-toys-story-058768-d,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000369648_6f6ae434-81c1-453a-a860-77c77797391f.jpg?v=1760099927
Pushing Car Bc3311M,7295,7295,No Discount,https://alfatah.pkhttps://alfatah.pk/products/pushing-car-bc3311m,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2019000012393_1.webp?v=1691674228
PUSHING CAR CARS 3 049437 D,11500,8625,25.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/pushing-car-cars-3-049437-d,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/049437-1000.png?v=1691676505
Pushing Car Bc-5402,12900,12900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/pushing-car-bc-5402,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2019000053754_1.webp?v=1691674220
DINASOUR PUSHING CAR QX-5501C H.D,4395,4395,No Discount,https://alfatah.pkhttps://alfatah.pk/products/dinasour-pushing-car-qx-5501c-h-d,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/6928928038896_1.webp?v=1691673540
Pushing Car Avengers 3311M H.B,5395,5395,No Discount,https://alfatah.pkhttps://alfatah.pk/products/pushing-car-avengers-3311m-h-b,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000352037_c0baabbf-5586-433f-a179-91219f1f77e6.jpg?v=1760099927
PUSHING CAR PAW PETROL 055475 D,13900,10425,25.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/pushing-car-paw-petrol-055475-d,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000369649_d9eb0063-1949-44b5-afc1-5bc67bfa8388.jpg?v=1760099928
051433 PUSHING CAR BASIC,21900,16425,25.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/051433-pushing-car-basic,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000009611_b25df9c5-0efb-4295-9fb1-24b0ff670a21.jpg?v=1760099927
PUSHING CAR FROZEN 2 060855 D,22900,17175,25.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/pushing-car-frozen-2-060855-d,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/060855_Productwithmodel-1000.png?v=1691676471
ZURU TINY TOWN PUSHING CAR 10602 D,11900,10115,15.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/zuru-tiny-town-pushing-car-10602-d,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/193052016416_3a8225df-e90c-4c43-9565-19c1e4de1d3f.jpg?v=1720698897
BABY TWISTER CAR T-008 BBZ,10900,10900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/baby-twister-car-t-008-bbz,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2023090006057_1_eb4bc7f8-83b9-43e4-b383-f60e84eea9d4.jpg?v=1720698922
TWISTER CAR S5275 D,9500,9500,No Discount,https://alfatah.pkhttps://alfatah.pk/products/twister-car-s5275-d,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2024090000120_1_d8d18f38-f581-44b7-9b8e-88a3c20ead16.jpg?v=1720698936
BABY PUSHING CAR WITH HANDLE 3622,39900,35910,10.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/baby-pushing-car-with-handle-3622,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2024090001875_c985af3f-b5cd-40f0-b8d2-ba3a30751206.jpg?v=1720698942
RIDE ON CAR PUSHING CAR J-BC300,6695,6695,No Discount,https://alfatah.pkhttps://alfatah.pk/products/ride-on-car-pushing-car-j-bc300,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2024090001974_1_7b53a42f-0e46-4ffe-875f-c14357d8e5db.jpg?v=1720698944
BABY PUSHING CAR IR 1688-1,4900,4900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/baby-pushing-car-ir-1688-1,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2024090003435_c1aff216-e1cc-45db-a6ae-43145b8b7e87.jpg?v=1720698954
12-4 KIDS PUSSING PLANE,8195,8195,No Discount,https://alfatah.pkhttps://alfatah.pk/products/12-4-kids-pussing-plane,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2024090004371_82e8ecd9-3fd3-44d0-ac69-d0d296b702ff.jpg?v=1720698986
12-4 KIDS PUSSING HEN,8195,7376,9.99% OFF,https://alfatah.pkhttps://alfatah.pk/products/12-4-kids-pussing-hen,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2024090004395_e0560573-4422-4ae4-a15f-89822b972f4d.jpg?v=1720698989
BABY PUSHING CAR 7628,8900,8900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/baby-pushing-car-7628,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2024090004425_e01ebea0-b577-46fe-a78d-e08a25d400a5.jpg?v=1720698997
PUSHING CAR ROAD MASTER IR QX-3372-3,4795,4795,No Discount,https://alfatah.pkhttps://alfatah.pk/products/pushing-car-road-master-ir-qx-3372-3,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/6928928008752_3ecad992-6878-48ad-a041-40dd1fddba0b.jpg?v=1740827642
PUSHING CAR ASST TM-5,8900,8010,10.00% OFF,https://alfatah.pkhttps://alfatah.pk/products/pushing-car-asst-tm-5,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2024090018347_9ccaf5ce-f08d-46df-8642-3808262ee004.jpg?v=1744457653
BABY PUSHING CAR IR LT-188,3500,3500,No Discount,https://alfatah.pkhttps://alfatah.pk/products/baby-pushing-car-ir-lt-188,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2024090019009_8039a08c-b13d-4b96-a6d4-36c6a681378d.jpg?v=1744457656
BABY PUSHING CAR DOG IR XFC-116,4900,4900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/baby-pushing-car-dog-ir-xfc-116,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2024090019023_4d350278-b48c-490d-918a-b443fc95d3e8.jpg?v=1744457660
BABY PUSHING CAR IR XFC-118,4900,4900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/baby-pushing-car-ir-xfc-118,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2024090019047_27ac360a-cb20-43e6-b635-b422ab332d5c.jpg?v=1744457663
MUSICAL TWISTER TRAIN ENGINE 809,8900,8900,No Discount,https://alfatah.pkhttps://alfatah.pk/products/musical-twister-train-engine-809,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2025090000325_03dfab8e-27d6-4143-8aea-1bfd79c0a93f.jpg?v=1744457704
